Journey_ID,Day_of_Week,Time_of_Day,Transport_Mode,Distance_km,Journey_Duration_mins,Average_Speed,Delay_mins,Weather_Type,Temperature_C,Air_Quality_Index,CO2_Emissions_g,Passenger_Count,Ticket_Price,Satisfaction_Score,Incident_Reported,Late_Arrival,Frequent_Traveller 
2191,Wednesday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2192,Wednesday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2193,Wednesday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2194,Wednesday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2195,Wednesday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2196,Wednesday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2197,Wednesday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2198,Wednesday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2199,Wednesday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2200,Wednesday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2201,Wednesday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2202,Wednesday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2203,Wednesday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2204,Wednesday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2205,Wednesday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2206,Wednesday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2207,Wednesday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2208,Wednesday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2209,Wednesday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2210,Wednesday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2211,Wednesday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2212,Wednesday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
2213,Wednesday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
2214,Wednesday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
2215,Wednesday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
2216,Wednesday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
2217,Wednesday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
2218,Wednesday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
2219,Wednesday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
2220,Wednesday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
2221,Wednesday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
2222,Wednesday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
2223,Wednesday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
2224,Wednesday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
2225,Wednesday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
2226,Wednesday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
2227,Wednesday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
2228,Wednesday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
2229,Wednesday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
2230,Wednesday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
2231,Wednesday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
2232,Wednesday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
2233,Wednesday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
2234,Wednesday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
2235,Wednesday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
2236,Wednesday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
2237,Wednesday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
2238,Wednesday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
2239,Wednesday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
2240,Wednesday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
2241,Wednesday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
2242,Wednesday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
2243,Wednesday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
2244,Wednesday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
2245,Wednesday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
2246,Wednesday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
2247,Wednesday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
2248,Wednesday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
2249,Wednesday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
2250,Wednesday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
2251,Wednesday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
2252,Wednesday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
2253,Wednesday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
2254,Wednesday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
2255,Wednesday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
2256,Wednesday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
2257,Wednesday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
2258,Wednesday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
2259,Wednesday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
2260,Wednesday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
2261,Wednesday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
2262,Wednesday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
2263,Wednesday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
2264,Wednesday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
2265,Wednesday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
2266,Wednesday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
2267,Wednesday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
2268,Wednesday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
2269,Wednesday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
2270,Wednesday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
2271,Wednesday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
2272,Wednesday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
2273,Wednesday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
2274,Thursday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
2275,Thursday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
2276,Thursday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
2277,Thursday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
2278,Thursday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
2279,Thursday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
2280,Thursday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
2281,Thursday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
2282,Thursday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
2283,Thursday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
2284,Thursday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
2285,Thursday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
2286,Thursday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
2287,Thursday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2288,Thursday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2289,Thursday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2290,Thursday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2291,Thursday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2292,Thursday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2293,Thursday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2294,Thursday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2295,Thursday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2296,Thursday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2297,Thursday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2298,Thursday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2299,Thursday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2300,Thursday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2301,Thursday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2302,Thursday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2303,Thursday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2304,Thursday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2305,Thursday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2306,Thursday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2307,Thursday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2308,Thursday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
2309,Thursday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
2310,Thursday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
2311,Thursday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
2312,Thursday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
2313,Thursday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
2314,Thursday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
2315,Thursday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
2316,Thursday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
2317,Thursday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
2318,Thursday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
2319,Thursday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
2320,Thursday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
2321,Thursday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
2322,Thursday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
2323,Thursday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
2324,Thursday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
2325,Thursday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
2326,Thursday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
2327,Thursday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
2328,Thursday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
2329,Thursday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
2330,Thursday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
2331,Thursday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
2332,Thursday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
2333,Thursday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
2334,Thursday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
2335,Thursday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
2336,Thursday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
2337,Thursday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
2338,Thursday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
2339,Thursday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
2340,Thursday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
2341,Thursday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
2342,Thursday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
2343,Thursday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
2344,Thursday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
2345,Thursday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
2346,Thursday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
2347,Thursday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
2348,Thursday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
2349,Thursday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
2350,Thursday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
2351,Thursday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
2352,Thursday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
2353,Thursday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
2354,Thursday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
2355,Thursday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
2356,Thursday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
2357,Thursday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
2358,Thursday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
2359,Thursday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
2360,Thursday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
2361,Thursday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
2362,Thursday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
2363,Thursday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
2364,Thursday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
2365,Thursday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
2366,Thursday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
2367,Thursday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
2368,Thursday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
2369,Thursday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
2370,Friday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
2371,Friday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
2372,Friday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
2373,Friday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
2374,Friday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
2375,Friday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
2376,Friday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
2377,Friday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
2378,Friday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
2379,Friday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
2380,Friday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
2381,Friday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
2382,Friday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
2383,Friday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2384,Friday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2385,Friday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2386,Friday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2387,Friday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2388,Friday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2389,Friday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2390,Friday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2391,Friday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2392,Friday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2393,Friday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2394,Friday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2395,Friday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2396,Friday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2397,Friday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2398,Friday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2399,Friday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2400,Friday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2401,Friday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2402,Friday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2403,Friday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2404,Friday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
2405,Friday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
2406,Friday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
2407,Friday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
2408,Friday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
2409,Friday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
2410,Friday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
2411,Friday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
2412,Friday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
2413,Friday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
2414,Friday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
2415,Friday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
2416,Friday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
2417,Friday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
2418,Friday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
2419,Friday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
2420,Friday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
2421,Friday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
2422,Friday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
2423,Friday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
2424,Friday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
2425,Friday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
2426,Friday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
2427,Friday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
2428,Friday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
2429,Friday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
2430,Friday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
2431,Friday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
2432,Friday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
2433,Friday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
2434,Friday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
2435,Friday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
2436,Friday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
2437,Friday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
2438,Friday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
2439,Friday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
2440,Friday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
2441,Friday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
2442,Friday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
